PollingInstitute;Published;StartCollection;EndCollection;PollYear;PollMonth;PollWeek;Date_numeric;PolicyIndicator;IncumbentParty;Government;GovernmentSupport;SocialdemokraternaS;VänsterpartietV;MiljöpartietMP;ModeraternaM;LiberalernaL;CenterpartietC;KristdemokraternaKD;SverigedemokraternaSD;Övriga partierÖvriga;Unemployment;UnemploymentTrend;HouseholdConsumption;HouseholdConsumptionDetrended;ConsumerPriceIndexFixedInterest;ConsumerPriceIndex;ConsumerConfidence;GovtSearch
Novus;2014-04-24T00:00:00Z;2014-03-24;2014-04-20;2014;Apr 2014;2014-17;16184;8;M FP C KD;M_FP_C_KD2;36,7;33,5;7,6;10,8;23,7;5,4;4,0;3,6;8,8;2,6;8,7;8,0;4,5;2,7;0,5;0,0;100,75840;21
Ipsos;2014-04-30T00:00:00Z;2014-04-07;2014-04-27;2014;Apr 2014;2014-18;16190;8;M FP C KD;M_FP_C_KD2;36,6;33,1;9,4;9,9;24,6;5,4;3,6;3,0;7,6;3,4;8,7;8,0;4,5;2,7;0,5;0,0;100,75840;21
Skop;2014-05-02T00:00:00Z;2014-03-26;2014-04-24;2014;May 2014;2014-18;16192;8;M FP C KD;M_FP_C_KD2;38,4;34,9;6,4;10,7;23,4;7,8;4,5;2,7;7,3;2,3;8,0;8,0;3,3;2,6;0,4;-0,2;100,89050;18
Demoskop;2014-05-09T00:00:00Z;2014-04-29;2014-05-07;2014;May 2014;2014-19;16199;8;M FP C KD;M_FP_C_KD2;36,8;32,2;8,7;10,2;22,6;6,0;4,3;3,9;8,2;3,9;8,0;8,0;3,3;2,6;0,4;-0,2;100,89050;18
Inizio;2014-05-12T00:00:00Z;2014-04-07;2014-05-11;2014;May 2014;2014-20;16202;8;M FP C KD;M_FP_C_KD2;34,2;34,6;8,9;8,5;21,6;6,1;3,3;3,2;10,7;3,1;8,0;8,0;3,3;2,6;0,4;-0,2;100,89050;18
YouGov;2014-05-14T00:00:00Z;2014-04-09;2014-05-06;2014;May 2014;2014-20;16204;8;M FP C KD;M_FP_C_KD2;36,4;33,3;8,7;6,9;22,2;6,2;3,9;4,1;10,6;4,1;8,0;8,0;3,3;2,6;0,4;-0,2;100,89050;18
Sentio;2014-05-15T00:00:00Z;2014-05-08;2014-05-14;2014;May 2014;2014-20;16205;8;M FP C KD;M_FP_C_KD2;36,3;32,6;9,2;9,0;24,5;4,5;2,8;4,5;11,7;1,2;8,0;8,0;3,3;2,6;0,4;-0,2;100,89050;18
Sifo;2014-05-18T00:00:00Z;2014-05-05;2014-05-15;2014;May 2014;2014-20;16208;8;M FP C KD;M_FP_C_KD2;38,7;30,9;7,3;10,3;23,2;7,0;5,0;3,5;8,8;4,0;8,0;8,0;3,3;2,6;0,4;-0,2;100,89050;18
SCB;2014-05-27T00:00:00Z;2014-05-02;2014-05-25;2014;May 2014;2014-22;16217;8;M FP C KD;M_FP_C_KD2;36,8;35,3;8,0;8,0;22,7;5,3;4,9;3,9;8,1;3,8;8,0;8,0;3,3;2,6;0,4;-0,2;100,89050;18
Novus;2014-05-29T00:00:00Z;2014-04-28;2014-05-25;2014;May 2014;2014-22;16219;8;M FP C KD;M_FP_C_KD2;38,4;32,4;8,3;10,1;24,3;6,0;3,9;4,2;7,7;3,1;8,0;8,0;3,3;2,6;0,4;-0,2;100,89050;18
Ipsos;2014-05-30T00:00:00Z;2014-05-08;2014-05-25;2014;May 2014;2014-22;16220;8;M FP C KD;M_FP_C_KD2;37,2;31,3;8,7;10,2;22,6;5,8;4,3;4,5;7,8;4,8;8,0;8,0;3,3;2,6;0,4;-0,2;100,89050;18
Demoskop;2014-06-06T00:00:00Z;2014-05-27;2014-06-04;2014;Jun 2014;2014-23;16227;8;M FP C KD;M_FP_C_KD2;34,3;29,1;8,1;13,0;18,5;5,7;5,3;4,8;10,0;5,5;9,2;8,0;2,5;2,6;0,8;0,2;100,99600;14
YouGov;2014-06-09T00:00:00Z;2014-05-07;2014-06-03;2014;Jun 2014;2014-24;16230;8;M FP C KD;M_FP_C_KD2;39,7;31,2;8,5;8,3;24,8;5,1;4,8;5,0;8,2;4,1;9,2;8,0;2,5;2,6;0,8;0,2;100,99600;14
Inizio;2014-06-09T00:00:00Z;2014-05-12;2014-06-08;2014;Jun 2014;2014-24;16230;8;M FP C KD;M_FP_C_KD2;33,9;30,8;9,5;11,2;19,7;5,8;3,5;4,9;11,3;3,3;9,2;8,0;2,5;2,6;0,8;0,2;100,99600;14
Sifo;2014-06-15T00:00:00Z;2014-06-02;2014-06-12;2014;Jun 2014;2014-24;16236;8;M FP C KD;M_FP_C_KD2;37,0;29,4;6,4;13,0;21,2;6,8;5,5;3,5;9,0;5,2;9,2;8,0;2,5;2,6;0,8;0,2;100,99600;14
Skop;2014-06-17T00:00:00Z;2014-05-29;2014-06-15;2014;Jun 2014;2014-25;16238;8;M FP C KD;M_FP_C_KD2;39,6;31,9;6,7;12,0;24,2;7,3;4,9;3,2;7,8;2,0;9,2;8,0;2,5;2,6;0,8;0,2;100,99600;14
Sentio;2014-06-20T00:00:00Z;2014-06-12;2014-06-19;2014;Jun 2014;2014-25;16241;8;M FP C KD;M_FP_C_KD2;37,0;34,0;6,3;9,7;23,0;5,6;4,8;3,6;12,5;0,5;9,2;8,0;2,5;2,6;0,8;0,2;100,99600;14
Novus;2014-06-28T00:00:00Z;2014-05-26;2014-06-22;2014;Jun 2014;2014-26;16249;8;M FP C KD;M_FP_C_KD2;38,0;32,1;6,7;11,3;21,2;6,8;5,6;4,4;8,3;3,6;9,2;8,0;2,5;2,6;0,8;0,2;100,99600;14
Ipsos;2014-06-28T00:00:00Z;2014-06-02;2014-06-22;2014;Jun 2014;2014-26;16249;8;M FP C KD;M_FP_C_KD2;35,7;31,1;7,4;11,3;20,5;6,3;5,6;3,3;9,6;4,9;9,2;8,0;2,5;2,6;0,8;0,2;100,99600;14
Inizio;2014-07-02T00:00:00Z;2014-06-09;2014-06-30;2014;Jul 2014;2014-27;16253;8;M FP C KD;M_FP_C_KD2;37,0;28,0;7,5;11,9;22,8;5,0;4,8;4,4;10,5;5,1;7,1;7,9;2,2;2,5;0,6;0,0;100,96500;7
Demoskop;2014-07-04T00:00:00Z;2014-06-24;2014-07-02;2014;Jul 2014;2014-27;16255;8;M FP C KD;M_FP_C_KD2;34,6;31,5;7,2;13,6;19,4;6,5;4,5;4,2;9,2;3,9;7,1;7,9;2,2;2,5;0,6;0,0;100,96500;7
Sentio;2014-07-16T00:00:00Z;2014-07-10;2014-07-16;2014;Jul 2014;2014-29;16267;8;M FP C KD;M_FP_C_KD2;36,1;29,9;8,5;8,3;20,8;6,1;3,7;5,5;13,5;3,7;7,1;7,9;2,2;2,5;0,6;0,0;100,96500;7
Novus;2014-08-07T00:00:00Z;2014-07-07;2014-08-03;2014;Aug 2014;2014-32;16289;8;M FP C KD;M_FP_C_KD2;38,5;31,8;7,3;9,9;22,4;6,1;5,8;4,2;8,8;3,7;7,4;7,9;2,5;2,3;0,5;-0,2;100,86380;13
Sifo;2014-08-09T00:00:00Z;2014-08-04;2014-08-07;2014;Aug 2014;2014-32;16291;8;M FP C KD;M_FP_C_KD2;38,9;30,7;6,6;11,4;23,9;6,1;4,6;4,3;9,0;3,4;7,4;7,9;2,5;2,3;0,5;-0,2;100,86380;13
YouGov;2014-08-10T00:00:00Z;2014-07-02;2014-08-05;2014;Aug 2014;2014-32;16292;8;M FP C KD;M_FP_C_KD2;39,6;30,3;6,6;9,4;23,4;6,0;5,2;5,0;9,3;4,8;7,4;7,9;2,5;2,3;0,5;-0,2;100,86380;13
Inizio;2014-08-11T00:00:00Z;2014-08-03;2014-08-10;2014;Aug 2014;2014-33;16293;8;M FP C KD;M_FP_C_KD2;36,8;29,6;7,2;9,8;19,8;7,5;5,2;4,3;11,6;5,0;7,4;7,9;2,5;2,3;0,5;-0,2;100,86380;13
Sentio;2014-08-15T00:00:00Z;2014-08-06;2014-08-12;2014;Aug 2014;2014-33;16297;8;M FP C KD;M_FP_C_KD2;36,2;30,1;7,4;8,3;21,2;5,6;4,7;4,7;11,8;6,2;7,4;7,9;2,5;2,3;0,5;-0,2;100,86380;13
Sifo;2014-08-16T00:00:00Z;2014-08-11;2014-08-14;2014;Aug 2014;2014-33;16298;8;M FP C KD;M_FP_C_KD2;38,5;30,3;7,9;11,1;24,6;6,7;3,8;3,4;10,1;2,1;7,4;7,9;2,5;2,3;0,5;-0,2;100,86380;13
Inizio;2014-08-18T00:00:00Z;2014-08-10;2014-08-17;2014;Aug 2014;2014-34;16300;8;M FP C KD;M_FP_C_KD2;38,9;29,7;6,9;9,9;20,8;7,9;5,6;4,6;10,9;3,7;7,4;7,9;2,5;2,3;0,5;-0,2;100,86380;13
Ipsos;2014-08-19T00:00:00Z;2014-08-07;2014-08-17;2014;Aug 2014;2014-34;16301;8;M FP C KD;M_FP_C_KD2;35,6;31,8;7,0;11,6;20,8;6,5;4,0;4,3;9,4;4,6;7,4;7,9;2,5;2,3;0,5;-0,2;100,86380;13
Sifo;2014-08-22T00:00:00Z;2014-08-18;2014-08-21;2014;Aug 2014;2014-34;16304;8;M FP C KD;M_FP_C_KD2;38,0;30,9;7,5;10,3;22,2;6,0;5,5;4,3;10,1;3,2;7,4;7,9;2,5;2,3;0,5;-0,2;100,86380;13
Demoskop;2014-08-23T00:00:00Z;2014-08-15;2014-08-21;2014;Aug 2014;2014-34;16305;8;M FP C KD;M_FP_C_KD2;37,3;29,9;6,5;9,8;23,4;5,6;4,7;3,6;12,2;4,3;7,4;7,9;2,5;2,3;0,5;-0,2;100,86380;13
Inizio;2014-08-25T00:00:00Z;2014-08-17;2014-08-24;2014;Aug 2014;2014-35;16307;8;M FP C KD;M_FP_C_KD2;37,5;30,0;7,0;9,0;21,5;6,8;4,4;4,8;11,5;5,0;7,4;7,9;2,5;2,3;0,5;-0,2;100,86380;13
Novus;2014-08-28T00:00:00Z;2014-07-28;2014-08-24;2014;Aug 2014;2014-35;16310;8;M FP C KD;M_FP_C_KD2;38,4;32,2;6,7;10,6;21,3;6,8;6,0;4,3;8,9;3,2;7,4;7,9;2,5;2,3;0,5;-0,2;100,86380;13
Ipsos;2014-08-28T00:00:00Z;2014-08-15;2014-08-25;2014;Aug 2014;2014-35;16310;8;M FP C KD;M_FP_C_KD2;37,6;32,1;6,6;10,1;22,1;6,4;5,1;4,0;9,6;4,0;7,4;7,9;2,5;2,3;0,5;-0,2;100,86380;13
Sifo;2014-08-29T00:00:00Z;2014-08-25;2014-08-28;2014;Aug 2014;2014-35;16311;8;M FP C KD;M_FP_C_KD2;38,8;29,0;6,1;11,0;22,6;5,8;5,9;4,5;11,0;4,1;7,4;7,9;2,5;2,3;0,5;-0,2;100,86380;13
Novus;2014-09-01T00:00:00Z;2014-08-25;2014-08-31;2014;Sep 2014;2014-36;16314;8;M FP C KD;M_FP_C_KD2;39,4;30,2;7,1;9,6;23,3;6,4;5,3;4,4;10,6;3,1;7,2;7,9;2,0;2,3;0,3;-0,4;100,72270;36
Inizio;2014-09-01T00:00:00Z;2014-08-24;2014-08-31;2014;Sep 2014;2014-36;16314;8;M FP C KD;M_FP_C_KD2;38,7;31,3;6,8;8,2;21,1;6,8;5,7;5,1;10,2;4,8;7,2;7,9;2,0;2,3;0,3;-0,4;100,72270;36
Ipsos;2014-09-04T00:00:00Z;2014-08-22;2014-09-01;2014;Sep 2014;2014-36;16317;8;M FP C KD;M_FP_C_KD2;36,9;29,7;7,4;11,0;21,7;6,3;4,4;4,5;9,7;5,3;7,2;7,9;2,0;2,3;0,3;-0,4;100,72270;36
Novus;2014-09-04T00:00:00Z;2014-08-29;2014-09-02;2014;Sep 2014;2014-36;16317;8;M FP C KD;M_FP_C_KD2;38,1;32,2;7,4;8,4;22,3;5,4;5,1;5,3;10,2;3,7;7,2;7,9;2,0;2,3;0,3;-0,4;100,72270;36
Demoskop;2014-09-05T00:00:00Z;2014-08-25;2014-09-02;2014;Sep 2014;2014-36;16318;8;M FP C KD;M_FP_C_KD2;36,9;30,7;7,2;10,6;22,2;5,1;4,6;5,0;10,8;3,8;7,2;7,9;2,0;2,3;0,3;-0,4;100,72270;36
YouGov;2014-09-05T00:00:00Z;2014-09-02;2014-09-04;2014;Sep 2014;2014-36;16318;8;M FP C KD;M_FP_C_KD2;37,3;32,2;6,7;8,0;21,1;6,6;4,4;5,2;11,3;4,5;7,2;7,9;2,0;2,3;0,3;-0,4;100,72270;36
Sifo;2014-09-05T00:00:00Z;2014-09-01;2014-09-04;2014;Sep 2014;2014-36;16318;8;M FP C KD;M_FP_C_KD2;40,5;27,0;7,5;10,5;22,1;8,4;4,7;5,3;10,4;4,1;7,2;7,9;2,0;2,3;0,3;-0,4;100,72270;36
Skop;2014-09-06T00:00:00Z;2014-08-21;2014-09-04;2014;Sep 2014;2014-36;16319;8;M FP C KD;M_FP_C_KD2;38,2;32,0;8,3;7,9;22,0;5,8;5,3;5,1;9,4;4,2;7,2;7,9;2,0;2,3;0,3;-0,4;100,72270;36
Inizio;2014-09-06T00:00:00Z;2014-08-31;2014-09-05;2014;Sep 2014;2014-36;16319;8;M FP C KD;M_FP_C_KD2;38,0;30,5;7,3;8,8;21,5;6,5;4,6;5,4;11,4;4,0;7,2;7,9;2,0;2,3;0,3;-0,4;100,72270;36
Novus;2014-09-08T00:00:00Z;2014-09-03;2014-09-07;2014;Sep 2014;2014-37;16321;8;M FP C KD;M_FP_C_KD2;41,3;30,6;7,1;8,6;22,4;6,5;6,9;5,5;9,5;2,9;7,2;7,9;2,0;2,3;0,3;-0,4;100,72270;36
Sentio;2014-09-09T00:00:00Z;2014-09-02;2014-09-08;2014;Sep 2014;2014-37;16322;8;M FP C KD;M_FP_C_KD2;37,9;29,1;7,4;8,8;20,7;5,6;6,5;5,1;12,7;4,1;7,2;7,9;2,0;2,3;0,3;-0,4;100,72270;36
Inizio;2014-09-09T00:00:00Z;2014-09-05;2014-09-09;2014;Sep 2014;2014-37;16322;8;M FP C KD;M_FP_C_KD2;40,1;29,6;7,2;7,5;21,0;6,9;6,5;5,7;11,1;4,5;7,2;7,9;2,0;2,3;0,3;-0,4;100,72270;36
Demoskop;2014-09-10T00:00:00Z;2014-09-02;2014-09-08;2014;Sep 2014;2014-37;16323;8;M FP C KD;M_FP_C_KD2;38,1;28,6;5,9;10,0;20,4;6,6;6,1;5,0;11,8;5,6;7,2;7,9;2,0;2,3;0,3;-0,4;100,72270;36
Novus;2014-09-10T00:00:00Z;2014-09-07;2014-09-09;2014;Sep 2014;2014-37;16323;8;M FP C KD;M_FP_C_KD2;41,6;29,8;6,5;8,9;21,8;7,7;7,1;5,0;8,1;5,1;7,2;7,9;2,0;2,3;0,3;-0,4;100,72270;36
Sifo;2014-09-10T00:00:00Z;2014-09-08;2014-09-09;2014;Sep 2014;2014-37;16323;8;M FP C KD;M_FP_C_KD2;41,3;30,4;6,8;10,3;22,6;7,2;7,0;4,5;8,9;2,3;7,2;7,9;2,0;2,3;0,3;-0,4;100,72270;36
YouGov;2014-09-11T00:00:00Z;2014-09-08;2014-09-10;2014;Sep 2014;2014-37;16324;8;M FP C KD;M_FP_C_KD2;39,6;29,5;6,8;8,0;21,2;6,2;6,4;5,8;11,1;5,0;7,2;7,9;2,0;2,3;0,3;-0,4;100,72270;36
Ipsos;2014-09-12T00:00:00Z;2014-09-07;2014-09-11;2014;Sep 2014;2014-37;16325;8;M FP C KD;M_FP_C_KD2;39,5;28,6;7,4;10,3;21,7;6,4;5,7;5,7;9,4;4,8;7,2;7,9;2,0;2,3;0,3;-0,4;100,72270;36
Demoskop;2014-09-12T00:00:00Z;2014-09-06;2014-09-12;2014;Sep 2014;2014-37;16325;8;M FP C KD;M_FP_C_KD2;38,5;29,2;7,2;9,7;20,9;5,9;6,8;4,9;10,2;5,2;7,2;7,9;2,0;2,3;0,3;-0,4;100,72270;36
Inizio;2014-09-12T00:00:00Z;2014-09-08;2014-09-11;2014;Sep 2014;2014-37;16325;8;M FP C KD;M_FP_C_KD2;39,5;31,1;5,7;8,7;22,8;5,5;5,8;5,4;11,1;3,9;7,2;7,9;2,0;2,3;0,3;-0,4;100,72270;36
Skop;2014-09-13T00:00:00Z;2014-09-05;2014-09-13;2014;Sep 2014;2014-37;16326;8;M FP C KD;M_FP_C_KD2;42,4;31,2;6,5;7,7;24,6;6,7;6,5;4,6;8,0;4,2;7,2;7,9;2,0;2,3;0,3;-0,4;100,72270;36
Novus;2014-09-13T00:00:00Z;2014-09-09;2014-09-12;2014;Sep 2014;2014-37;16326;8;M FP C KD;M_FP_C_KD2;40,5;30,9;6,1;8,8;23,2;6,9;5,6;4,8;9,6;4,1;7,2;7,9;2,0;2,3;0,3;-0,4;100,72270;36
Sifo;2014-09-13T00:00:00Z;2014-09-10;2014-09-11;2014;Sep 2014;2014-37;16326;8;M FP C KD;M_FP_C_KD2;40,0;31,1;6,3;8,3;21,2;6,8;6,5;5,5;10,3;4,0;7,2;7,9;2,0;2,3;0,3;-0,4;100,72270;36
SVT;2014-09-14T00:00:00Z;2014-09-08;2014-09-14;2014;Sep 2014;2014-37;16327;8;M FP C KD;M_FP_C_KD2;39,7;28,7;8,0;8,8;21,8;6,4;6,5;5,0;8,0;6,8;7,2;7,9;2,0;2,3;0,3;-0,4;100,72270;36
Demoskop;2014-09-23T00:00:00Z;2014-09-17;2014-09-21;2014;Sep 2014;2014-39;16336;8;M FP C KD;M_FP_C_KD2;40,9;31,0;5,5;6,9;24,6;5,5;6,8;4,0;12,1;3,6;7,2;7,9;2,0;2,3;0,3;-0,4;100,72270;36
Ipsos;2014-09-26T00:00:00Z;2014-09-17;2014-09-24;2014;Sep 2014;2014-39;16339;8;M FP C KD;M_FP_C_KD2;39,9;30,7;6,2;7,1;24,0;5,6;6,1;4,2;12,4;3,7;7,2;7,9;2,0;2,3;0,3;-0,4;100,72270;36
Demoskop;2014-10-13T00:00:00Z;2014-09-30;2014-10-08;2014;Oct 2014;2014-42;16356;8;S MP;M_FP_C_KD2;38,4;30,3;6,0;8,1;24,1;5,5;5,8;3,9;13,3;3,0;7,5;7,9;2,3;2,3;0,6;-0,1;100,39500;54
Sentio;2014-10-14T00:00:00Z;2014-10-02;2014-10-08;2014;Oct 2014;2014-42;16357;8;S MP;NA;34,2;27,3;5,2;6,9;25,1;5,1;5,1;2,8;16,7;5,8;7,5;7,9;2,3;2,3;0,6;-0,1;100,39500;54
Novus;2014-10-16T00:00:00Z;2014-09-15;2014-10-12;2014;Oct 2014;2014-42;16359;8;S MP;S_MP;37,4;30,3;5,7;7,1;24,6;5,8;5,7;4,1;13,2;3,5;7,5;7,9;2,3;2,3;0,6;-0,1;100,39500;54
Sifo;2014-10-19T00:00:00Z;2014-10-06;2014-10-16;2014;Oct 2014;2014-42;16362;8;S MP;S_MP;36,6;26,6;7,1;10,0;24,7;4,9;6,1;4,5;12,4;3,7;7,5;7,9;2,3;2,3;0,6;-0,1;100,39500;54
Ipsos;2014-10-24T00:00:00Z;2014-10-09;2014-10-21;2014;Oct 2014;2014-43;16367;8;S MP;S_MP;38,6;30,7;6,2;7,9;24,1;5,5;5,8;3,9;12,5;3,4;7,5;7,9;2,3;2,3;0,6;-0,1;100,39500;54
Inizio;2014-11-03T00:00:00Z;2014-10-15;2014-10-30;2014;Nov 2014;2014-45;16377;8;S MP;S_MP;37,9;30,6;5,9;7,3;24,0;5,6;5,9;4,2;12,9;3,6;7,4;7,9;2,7;2,4;0,6;-0,2;100,10240;26
Demoskop;2014-11-08T00:00:00Z;2014-10-28;2014-11-05;2014;Nov 2014;2014-45;16382;8;S MP;S_MP;35,3;28,3;7,1;7,0;25,1;4,8;6,2;4,2;13,8;3,5;7,4;7,9;2,7;2,4;0,6;-0,2;100,10240;26
Novus;2014-11-13T00:00:00Z;2014-10-13;2014-11-09;2014;Nov 2014;2014-46;16387;8;S MP;S_MP;36,5;28,6;6,3;7,9;25,8;5,2;7,1;4,0;12,3;2,8;7,4;7,9;2,7;2,4;0,6;-0,2;100,10240;26
Sifo;2014-11-23T00:00:00Z;2014-11-10;2014-11-20;2014;Nov 2014;2014-47;16397;8;S MP;S_MP;36,8;28,4;5,9;8,4;25,6;5,5;6,1;3,9;12,1;4,1;7,4;7,9;2,7;2,4;0,6;-0,2;100,10240;26
Skop;2014-11-27T00:00:00Z;2014-11-04;2014-11-24;2014;Nov 2014;2014-48;16401;8;S MP;S_MP;37,4;30,7;6,4;6,7;25,3;5,3;6,8;4,2;11,8;2,8;7,4;7,9;2,7;2,4;0,6;-0,2;100,10240;26
Ipsos;2014-11-29T00:00:00Z;2014-11-13;2014-11-24;2014;Nov 2014;2014-48;16403;8;S MP;S_MP;35,9;28,5;6,2;7,4;26,5;6,4;6,2;2,8;12,5;3,5;7,4;7,9;2,7;2,4;0,6;-0,2;100,10240;26
SCB;2014-12-01T00:00:00Z;2014-10-29;2014-11-25;2014;Dec 2014;2014-49;16405;8;S MP;S_MP;39,4;32,2;5,7;7,2;24,2;5,3;6,0;3,7;12,4;3,3;7,0;7,8;1,2;2,5;0,5;-0,3;100,03470;22
Sentio;2014-12-02T00:00:00Z;2014-11-25;2014-11-30;2014;Dec 2014;2014-49;16406;8;S MP;S_MP;34,9;27,4;7,4;7,5;23,9;6,2;6,2;2,3;16,4;2,7;7,0;7,8;1,2;2,5;0,5;-0,3;100,03470;22
Inizio;2014-12-04T00:00:00Z;2014-11-17;2014-12-02;2014;Dec 2014;2014-49;16408;8;S MP;S_MP;37,3;29,8;6,2;7,5;24,5;6,1;6,3;3,7;12,0;3,9;7,0;7,8;1,2;2,5;0,5;-0,3;100,03470;22
Demoskop;2014-12-05T00:00:00Z;2014-11-25;2014-12-03;2014;Dec 2014;2014-49;16409;8;S MP;S_MP;35,2;27,3;6,4;7,9;26,1;5,5;6,1;4,0;13,5;3,2;7,0;7,8;1,2;2,5;0,5;-0,3;100,03470;22
YouGov;2014-12-07T00:00:00Z;2014-12-04;2014-12-05;2014;Dec 2014;2014-49;16411;8;S MP;S_MP;36,5;29,6;4,7;6,9;23,1;5,0;5,7;4,2;17,7;3,1;7,0;7,8;1,2;2,5;0,5;-0,3;100,03470;22
Sentio;2014-12-11T00:00:00Z;2014-12-04;2014-12-10;2014;Dec 2014;2014-50;16415;8;S MP;S_MP;36,9;29,7;5,1;7,2;24,5;3,7;5,5;3,9;17,5;2,9;7,0;7,8;1,2;2,5;0,5;-0,3;100,03470;22
Inizio;2014-12-11T00:00:00Z;2014-12-04;2014-12-10;2014;Dec 2014;2014-50;16415;8;S MP;S_MP;36,8;31,0;4,2;5,8;26,9;4,8;7,4;4,3;14,0;1,6;7,0;7,8;1,2;2,5;0,5;-0,3;100,03470;22
Novus;2014-12-16T00:00:00Z;2014-12-03;2014-12-14;2014;Dec 2014;2014-51;16420;8;S MP;S_MP;38,0;32,0;5,3;6,0;23,7;4,3;6,6;3,9;16,0;2,2;7,0;7,8;1,2;2,5;0,5;-0,3;100,03470;22
Ipsos;2014-12-18T00:00:00Z;2014-12-08;2014-12-15;2014;Dec 2014;2014-51;16422;8;S MP;S_MP;38,7;32,0;5,4;6,7;26,3;5,6;5,1;3,9;12,5;2,5;7,0;7,8;1,2;2,5;0,5;-0,3;100,03470;22
Inizio;2014-12-18T00:00:00Z;2014-12-11;2014-12-17;2014;Dec 2014;2014-51;16422;8;S MP;S_MP;36,6;30,5;4,1;6,1;27,9;4,2;6,6;4,2;13,2;3,2;7,0;7,8;1,2;2,5;0,5;-0,3;100,03470;22
Sifo;2014-12-21T00:00:00Z;2014-12-08;2014-12-18;2014;Dec 2014;2014-51;16425;8;S MP;S_MP;38,4;31,0;5,9;7,4;24,5;5,7;6,1;3,7;12,9;2,8;7,0;7,8;1,2;2,5;0,5;-0,3;100,03470;22
YouGov;2014-12-29T00:00:00Z;2014-12-19;2014-12-27;2014;Dec 2014;2014-01;16433;8;S MP;S_MP;36,3;30,6;6,0;5,7;23,2;3,7;5,7;5,5;16,9;2,7;7,0;7,8;1,2;2,5;0,5;-0,3;100,03470;22
Demoskop;2015-01-10T00:00:00Z;2014-12-30;2015-01-07;2015;Jan 2015;2015-02;16445;NA;S MP;S_MP;38,9;32,3;5,3;6,6;24,4;4,8;5,3;4,1;14,4;2,8;8,4;7,8;2,8;2,6;0,6;-0,2;99,87361;17
Sifo;2015-01-11T00:00:00Z;2015-01-07;2015-01-08;2015;Jan 2015;2015-02;16446;9;S MP;S_MP;40,0;33,3;5,6;6,7;23,1;5,0;6,7;3,4;13,4;2,8;8,4;7,8;2,8;2,6;0,6;-0,2;99,87361;17
Sentio;2015-01-15T00:00:00Z;2015-01-08;2015-01-13;2015;Jan 2015;2015-03;16450;9;S MP;S_MP;35,3;29,7;7,0;5,6;23,7;4,8;5,4;3,9;15,8;4,1;8,4;7,8;2,8;2,6;0,6;-0,2;99,87361;17
Inizio;2015-01-16T00:00:00Z;2015-01-07;2015-01-15;2015;Jan 2015;2015-03;16451;9;S MP;S_MP;38,5;33,0;5,4;5,5;24,8;3,5;6,1;4,9;13,6;3,2;8,4;7,8;2,8;2,6;0,6;-0,2;99,87361;17
Novus;2015-01-22T00:00:00Z;2014-12-22;2015-01-18;2015;Jan 2015;2015-04;16457;NA;S MP;S_MP;36,4;30,0;5,3;6,4;24,1;4,3;6,6;4,3;16,5;2,5;8,4;7,8;2,8;2,6;0,6;-0,2;99,87361;17
Sifo;2015-01-25T00:00:00Z;2015-01-12;2015-01-22;2015;Jan 2015;2015-04;16460;9;S MP;S_MP;37,1;29,7;6,9;7,4;24,0;5,1;5,8;3,7;13,3;4,1;8,4;7,8;2,8;2,6;0,6;-0,2;99,87361;17
Ipsos;2015-01-31T00:00:00Z;2015-01-12;2015-01-26;2015;Jan 2015;2015-05;16466;9;S MP;S_MP;40,6;34,3;5,8;6,3;23,2;6,2;5,0;3,8;13,1;2,3;8,4;7,8;2,8;2,6;0,6;-0,2;99,87361;17
Demoskop;2015-02-07T00:00:00Z;2015-01-27;2015-02-04;2015;Feb 2015;2015-06;16473;9;S MP;S_MP;37,5;30,6;6,5;6,9;24,3;4,5;5,8;4,7;14,0;2,7;8,4;7,7;3,0;2,6;0,9;0,1;99,71014;12
YouGov;2015-02-11T00:00:00Z;2015-02-05;2015-02-09;2015;Feb 2015;2015-07;16477;9;S MP;S_MP;36,4;30,1;5,8;6,3;21,8;4,4;6,7;3,5;19,0;2,4;8,4;7,7;3,0;2,6;0,9;0,1;99,71014;12
Sifo;2015-02-15T00:00:00Z;2015-02-02;2015-02-12;2015;Feb 2015;2015-07;16481;9;S MP;S_MP;36,8;28,9;7,2;7,9;22,1;5,2;7,0;4,7;13,0;4,0;8,4;7,7;3,0;2,6;0,9;0,1;99,71014;12
Inizio;2015-02-15T00:00:00Z;2015-02-02;2015-02-11;2015;Feb 2015;2015-07;16481;9;S MP;S_MP;36,1;30,3;5,6;5,8;24,3;3,9;7,2;5,3;14,8;2,8;8,4;7,7;3,0;2,6;0,9;0,1;99,71014;12
Sentio;2015-02-20T00:00:00Z;2015-02-12;2015-02-18;2015;Feb 2015;2015-08;16486;9;S MP;S_MP;35,7;28,5;5,9;7,2;23,1;4,8;5,9;3,7;16,6;4,3;8,4;7,7;3,0;2,6;0,9;0,1;99,71014;12
Ipsos;2015-02-24T00:00:00Z;2015-02-12;2015-02-23;2015;Feb 2015;2015-09;16490;9;S MP;S_MP;38,9;31,4;6,3;7,5;23,7;5,2;6,0;3,7;13,6;2,6;8,4;7,7;3,0;2,6;0,9;0,1;99,71014;12
